	temp41	temp44	temp68	temp70	temp79	temp71	temp61	temp48	temp47	temp78	temp66	temp72	temp51	temp49	temp75	temp52	temp60	temp46	temp74	temp58	temp80	temp77	temp50	temp73	temp76	temp62	temp53	temp56	temp69	temp57	temp67	temp65	temp59	temp45	temp43	temp64	temp54	temp55	temp63	temp42	temp95	temp96	temp112	temp82	temp89	temp103	temp106	temp83	temp118	temp110	temp86	temp100	temp109	temp102	temp107	temp105	temp111	temp94	temp85	temp101	temp117	temp81	temp120	temp93	temp91	temp98	temp113	temp84	temp97	temp108	temp88	temp92	temp114	temp119	temp87	temp104	temp116	temp115	temp90	temp99
X-22162	0.610075285	0.870996079	0.508166275	1.576457083	0.488303683	1.219177896	0.519528104	1.04759052	0.806525816	0.912047897	1.42972987	1.546300263	1.631644284	0.546002674	0.897244775	1.397232129	0.669683996	0.82735432	0.59239302	0.638665813	0.868624339	1.16528495	1.15133669	1.240492348	3.012625722	0.796540165	1.386154169	1.546639269	1.185971585	0.74342926	1.17052309	1.281132469	0.613529841	1.444760166	2.178974763	0.997419616	0.429158554	0.809616789	1.096236483	0.952454083	0.680931653	1.258381372	2.58177383	1.593185659	0.882544252	1.018275948	0.896614357	0.814332961	0.535999338	0.626946382	1.803025552	1.002580384	0.810351106	0.793838781	0.934345297	1.200989137	1.411798194	0.590927896	2.31092057	1.374848515	1.032996757	1.023567793	0.970671969	1.461313973	0.984941421	1.280232485	1.30435677	0.819100498	1.701440723	0.925151049	1.663323704	1.317018317	0.489829404	1.139258358	1.887752678	0.990242108	0.863863174	0.914196364	0.661857865	1.758021267
X-22771	2.350325536	2.147614658	1.800450853	1.551552777	2.211893581	1.549673024	1.417939041	1.259874107	1.262963817	1.094902339	0.99028434	0.972761581	0.93621082	1.067231793	1.184071791	1.149163114	1.196877161	1.087224879	1.092432012	0.859371399	0.814603019	1.155378543	0.86671036	0.625936276	0.64728336	0.984155335	0.878384997	0.768098928	0.770201947	0.991429477	0.791707479	0.926243086	0.998739629	1.039575651	0.957457075	1.18019705	0.313645137	0.656120362	0.559129408	0.683978163	1.458681436	0.825463817	2.261314531	1.455145195	2.496031632	1.756186621	1.120419451	1.406473266	1.281876584	1.420697453	0.990651648	0.791549032	1.013259103	0.313645137	1.19181407	1.037681493	1.316706038	0.711929592	0.943312111	1.120037739	0.940683337	0.843533936	0.857073923	0.702084294	1.122061535	0.416837117	0.648839018	0.834574499	0.313645137	0.929656891	0.762005935	1.366206211	1.001260371	1.011689041	1.151446186	0.925234789	1.074909253	0.819061132	0.768725513	0.521145425
X-22776	1.90434216	0.73244476	1.220816302	0.718630413	1.366234228	1.537586636	0.469450862	0.595118773	1.341567443	1.243895504	1.254949351	1.013719566	0.902754576	2.366246075	0.890551508	2.177145904	0.986280434	0.923890765	1.100835259	0.469450862	1.166210533	0.61470292	1.056572478	1.081926426	0.633505124	1.043504532	0.469450862	1.059285587	0.469450862	0.781387359	1.308476986	0.585131213	0.503714235	1.477696819	0.709164149	1.613044251	0.941922872	1.411835792	0.91347669	0.64486701	1.259534388	1.470043244	1.261666963	1.081014158	1.046999585	0.921248741	1.452721995	0.963983176	0.469450862	0.874296546	1.462804336	1.274983709	4.821112493	0.890954327	0.676476512	0.469450862	0.469450862	0.798661217	0.469450862	0.72983828	1.026787513	0.796410165	1.17856762	0.469450862	0.786079024	0.896025117	0.970084711	0.768200936	0.470410521	0.869818139	1.189337125	0.600627925	1.128487649	0.60040282	0.689058705	1.451288431	0.928084829	1.026965227	0.711462591	1.466678514
X-23276	0.488438422	1.947509537	0.841583891	1.30993126	0.993126035	1.210852588	0.488438422	0.742946088	0.839307565	0.767814727	1.273698985	1.111369035	0.488438422	1.075523645	0.488438422	1.251502555	0.876475563	1.038562585	0.53732995	0.488438422	1.508034622	1.237286763	1.244448643	0.568856618	1.2425682	1.279790182	0.51445872	1.012326351	0.939276974	1.525732383	0.994619593	1.131505074	1.380488375	1.160683438	0.87966062	1.70824336	1.651965018	0.519506226	0.996877924	0.965180307	0.708855179	0.924809256	0.850887137	0.823283308	1.319963291	0.716017059	1.119304686	0.909675736	0.716313971	0.811415821	1.423090765	0.865579788	0.890529403	1.312927373	0.991353559	1.090558195	1.368072051	1.008160584	0.968698265	1.003122076	1.382917656	1.111054128	0.607014324	0.923315699	1.44557511	1.125026992	0.666270784	1.058230764	1.052481465	0.922406968	0.867370258	0.651983013	0.812891384	1.241659469	0.803021306	1.517310876	1.206407903	0.813206291	0.951054488	1.189429929
X-23587	0.777933094	1.452276858	3.491836365	1.836999621	3.447663572	1.142101001	0.582579322	0.955002828	0.516770618	0.740389377	1.304484536	0.077093342	0.289229811	0.988829562	1.066717087	1.808193009	1.113658125	0.631199042	1.211067768	0.077093342	1.033378171	0.556429775	0.35418284	1.574040695	1.511167692	0.513277917	0.958928993	0.96325623	0.133487704	6.445405382	3.005790147	0.59668656	4.190909041	2.65201579	1.354794742	0.077093342	0.077093342	0.602376508	0.252028967	0.619715105	1.011170438	10.05401566	0.723070271	0.098040211	0.468373257	0.077093342	1.536174967	1.995430363	2.734542954	1.392776866	6.523509501	0.738656616	0.930052104	0.121083854	3.010106678	2.22078106	0.257094385	0.270301202	0.138206954	0.311222047	1.585344548	0.077093342	2.144630965	0.450337658	0.469111713	2.040069289	0.890755311	0.641762519	5.051567776	0.869731301	49.65245941	1.170133745	0.448135195	0.236069003	2.017889281	2.119891071	0.077093342	0.28165941	4.462005249	1.410708697
X-23593	0.833851966	0.880936	0.930170852	1.077967337	0.677266426	0.956739037	0.913628489	0.591554011	1.070707301	0.881715043	1.083370032	0.97472234	0.899788175	1.746700011	0.843646475	0.810110854	0.812453586	1.164704992	1.048831759	1.289175015	0.877414285	0.938218686	0.72990077	1.267391754	1.5299021	1.285956231	0.779447659	0.99603877	0.802362274	0.947186874	1.120202534	1.030060833	0.813762848	1.316083079	1.268871743	1.115275774	0.642375141	0.928546576	1.046296937	1.094891779	0.808153353	1.257733302	2.091953339	1.158677697	1.027316059	0.84145871	0.842321629	0.41826904	1.492029474	0.925980059	0.908080982	1.761453499	0.953226427	0.953644578	1.448608115	1.052180646	1.244403769	1.388562969	0.592253206	1.010584233	1.00396123	0.708042214	0.655901141	1.163726154	0.922805402	1.688064988	1.869004683	1.496759241	0.813230878	0.894203195	1.617674978	1.00436222	0.705759542	2.040604092	1.097088649	2.08428986	0.889826266	1.169053204	1.057512599	0.948243984
X-23636	0.826767472	1.277437998	0.659326439	1.044502895	1.031927012	1.035031381	0.642161847	1.053030899	0.921425891	1.065396023	0.924867377	1.109181957	1.021357819	0.941635314	0.958828197	1.201712321	0.687287702	1.077404196	0.971956907	1.077967897	1.307432042	1.248966293	0.879635598	1.368275819	0.971985653	0.789411063	0.941095721	0.896622905	1.290806401	0.932589591	1.104441147	1.150648625	1.180560462	1.157084854	0.755783359	1.490250668	1.606352773	0.873815107	0.7815169	0.884239015	1.155629016	1.369908685	1.123161502	1.217425655	1.041274926	0.899614701	1.008448751	0.888825	0.844194866	0.71006681	1.333964906	0.6483128	1.119105836	1.605747783	0.934812158	1.338002331	1.358239571	1.55232016	0.96620006	0.907804093	1.141310614	1.228000086	1.028526417	1.060139338	0.991551249	0.834628748	0.901058961	0.84768461	0.933834273	0.881940938	0.863582123	0.94417763	1.220525798	1.146860866	0.851566707	0.957780983	1.157530752	0.970209242	0.964468499	0.974446111
X-23639	1.462987028	2.005876717	0.884472176	0.900543429	1.31560854	1.103082357	1.007808389	1.480816256	2.332815103	2.216130372	0.721137033	1.07770191	1.111313488	1.134071422	0.988819157	1.98100341	1.631702915	0.934818773	1.164600984	0.671531113	1.032437786	2.439415344	0.992191611	2.137035055	1.13625243	0.975903337	1.639060245	0.795714767	1.037591082	0.8831547	1.148695567	0.752815589	0.904764487	1.668827799	3.053730457	0.865990085	0.329638074	0.335150884	0.80169216	0.505168686	0.910888502	1.237135597	1.15642972	1.07145578	1.30490374	1.710260814	1.618842515	0.867035968	0.530677176	0.484464141	1.285720566	2.182381541	0.854483261	0.593855114	1.889270061	0.751028077	0.528787294	0.483380518	1.670215357	2.24798445	0.989948672	0.916289996	0.789261779	1.424978657	0.783172964	0.570506618	0.534099915	0.89591924	0.607301841	1.016027928	1.625899244	0.984476461	1.232299522	0.967121185	0.969007786	0.254320511	1.047715112	0.912741438	1.837769388	0.689215361
X-23641	0.353800322	2.016767924	0.977642768	3.467717795	2.009902223	1.773077448	0.831475419	0.626864599	1.46596964	1.389115457	1.722534203	0.568160102	0.353800322	0.845225979	0.885673028	1.016126135	1.303645024	0.87990651	0.57060752	0.966253415	0.585900288	0.353800322	0.499867092	1.40989456	2.832826049	0.826367453	0.353800322	3.354645663	0.597486009	1.590986702	0.622245158	0.928533968	1.001080025	2.711365166	1.1771097	1.062128966	0.533881887	0.378820498	0.353800322	1.381562468	0.353800322	0.770443241	0.353800322	0.353800322	0.353800322	1.064169279	0.878567854	0.572341307	1.140479857	0.353800322	0.977927741	2.247464576	1.465119509	0.876249752	1.093528712	2.817279439	0.998919975	0.706369752	0.812439683	1.316571795	1.159103699	0.871934442	1.040911627	0.837718489	0.888951418	1.50761166	0.997907003	1.306157099	6.194018914	1.557697512	1.308561412	1.337099451	0.832428523	0.702416047	0.705229858	2.163706377	0.715874449	0.777993836	1.697684053	0.353800322
X-23644	0.327936078	5.939447897	2.192617012	1.662855272	0.242500562	9.851498878	0.937388135	0.0210859	0.057631918	1.354150618	0.615356185	2.416274874	0.485240279	1.03374522	10.12532548	6.476860728	0.325359987	0.984007525	0.825153838	1.211823664	0.539638805	1.717675162	0.944724702	8.444182152	7.393915727	0.77673639	2.097189372	4.793381779	1.976267288	0.173507343	1.194560574	0.370140139	6.268991927	0.458608821	0.255518131	0.258063718	0.071928934	0.055178226	6.099887512	0.241898685	1.698834333	1.096322164	2.18074137	1.742559071	0.044251714	1.758402678	7.793195182	0.27302678	1.526571487	1.224956876	0.484755741	0.034348151	2.913369474	0.682401688	4.267707595	0.673961566	9.498778828	0.809262207	1.480236204	6.066646075	0.263812807	0.079326014	0.119450073	0.474803716	3.651605139	0.135082486	1.015992475	0.521142479	5.930760549	0.897882302	2.63919056	0.786230346	0.2797059	1.713609979	0.249902643	4.876287121	0.094103268	14.9734521	2.83196068	0.095160203
X-23654	1.096403497	1.071948614	0.528613013	1.439779826	0.668362468	1.064197802	0.991583134	0.530270884	0.876415802	0.734984534	1.407935671	1.238104307	0.662259305	0.609850334	0.645158722	1.185569173	1.034966752	0.760359411	0.809729982	0.36435299	0.627042648	1.850878984	0.581590389	1.038862468	2.223019909	0.952166787	1.141463279	1.388998329	1.204883122	1.213500127	0.898409837	1.425819595	1.499943644	1.583454049	1.034914835	1.388322322	0.931069342	0.42809483	0.629246867	0.749964559	0.67231575	1.370741028	1.694989828	0.475921049	1.11680476	1.359185693	0.665245519	0.905802066	0.64521602	0.875004338	1.059110398	0.508705642	1.113779003	0.678121395	1.318834825	1.247278688	0.988974065	1.305760425	0.396347249	0.989713287	0.695813249	1.080888961	0.778924183	1.183135225	1.07751054	1.360691308	1.008416866	1.282947272	1.477962252	0.787270839	1.311428877	1.24057753	1.026869463	0.945779018	0.634483029	0.808053818	0.288512158	0.513599362	1.105955291	0.930546398
X-23659	1.120267083	0.551740884	0.614604475	0.718810225	1.124840359	1.247451506	0.351242959	0.757171677	1.633705061	0.956535162	1.332129576	0.792734778	1.833023116	1.008011791	0.693994884	0.507215507	0.722757415	0.796284625	0.502395251	0.68224961	1.031359973	2.070033349	1.112087013	1.126244814	1.921534804	1.172843602	1.050687703	0.61059714	0.713714518	1.164272908	1.521357631	0.991988209	1.157786822	2.133620281	1.290203879	1.309711725	0.959901695	1.178477097	0.890520026	0.828069454	0.697343501	1.787165906	1.416040154	1.583913777	0.60282209	0.792053665	0.781718285	0.392037733	0.709970798	0.949154896	1.706679446	1.099738688	1.340747618	1.042780206	1.258791759	0.94364585	0.776271304	0.742265581	1.124322726	1.349891931	1.20398123	0.611841314	0.724298156	1.844387363	0.811418186	1.487634719	0.95682821	0.604028834	1.475291832	0.789436068	1.320991833	0.782329335	0.537667543	1.068639771	1.380926543	1.650694165	0.594821497	0.867381392	0.666397186	1.430457091
X-23665	1.777234635	0.824023609	2.837170471	0.990821722	0.966960384	1.042580456	0.512642495	1.618029326	1.009177718	1.297603479	1.476387136	0.970678394	1.978688074	1.671285342	1.224991972	0.601807546	0.9568876	1.132551263	0.675629087	1.276639837	1.289613677	1.845279261	0.899590487	0.787906836	0.964472565	1.24819034	0.692660261	0.777536163	1.622867219	0.921047997	2.319085347	0.731438996	0.691607572	1.243274055	0.990822282	0.787066924	1.246919273	0.910575415	1.032486394	2.140488151	0.890607909	1.89384297	0.756789218	0.790763096	1.179539857	0.884823715	0.496510586	0.571864686	1.866313456	2.835343383	5.21890037	2.381367057	0.852019554	0.807403992	2.445137652	1.049816017	0.961488638	0.810040755	0.643123375	2.366303517	0.566533485	1.068873619	0.460002413	0.594847476	1.402575114	0.673434677	2.254475961	0.871477514	0.27689657	1.76945369	0.720764835	2.604953857	0.882051446	1.529606196	2.210168926	0.744150223	2.61111881	0.625256768	1.114740651	1.064133716
X-23666	1.046271051	0.67404289	0.718395714	1.048133011	1.270899725	1.028555157	0.778210303	0.587154868	1.093021233	0.843552796	1.706052561	1.269416296	1.395845376	0.524816745	0.524816745	2.086321931	0.961940666	1.268509188	0.524816745	0.524816745	0.853479835	2.236141448	0.908516758	1.502130511	1.651390757	1.260928354	1.237016159	0.732155798	0.794732633	1.031726626	0.524816745	1.804085057	0.591349392	1.691610441	2.061055895	0.792294353	0.636926471	0.742434085	0.975584804	1.048941224	0.524816745	0.524816745	1.139266709	1.467742238	0.879816669	0.823054193	1.001304395	0.974561749	0.524816745	1.040361206	1.654275771	0.524816745	0.885211576	0.551480957	1.387514301	0.998695605	1.123027423	1.022362267	0.934222709	0.780587199	0.702893028	0.699124777	0.705716658	0.733495999	0.663819165	1.059028542	0.980618232	1.74767383	1.709046701	1.0363065	2.025436546	0.956402531	0.524816745	0.991725194	1.602788847	0.82036697	0.826290455	0.79129858	0.524816745	1.21471016
X-23678	1.4082985	0.568147872	1.468135443	0.212362057	1.107827297	1.219917447	0.691123017	1.415559524	0.840556199	2.097598629	1.11182195	0.344325172	2.3546476	0.638324688	0.804909586	0.834651438	0.771831588	0.212362057	0.886097865	0.212362057	0.212362057	1.891232913	1.647179648	1.279165658	0.724868244	0.212362057	1.658710067	1.087474625	0.212362057	0.212362057	1.226393495	0.411449305	0.4010571	1.954379837	0.521167084	0.580149276	0.892735269	1.530998903	0.774888632	1.15107945	0.732613336	0.853290247	0.589137246	3.179194659	1.033350559	0.864685476	1.778981407	0.437885537	0.710372362	1.750399574	1.551299244	1.223205622	0.508799358	0.288413106	1.766125252	0.63958501	0.572779228	0.700420616	1.077296108	1.009282336	1.014624531	0.212362057	0.299167272	0.212362057	1.522093791	0.402727354	0.75677314	0.990717664	1.21112572	1.176791761	1.043049368	1.832063199	0.688362519	1.151816455	1.775544958	0.812846561	3.028993945	0.238510465	0.938909276	1.650733843
X-23680	1.208799525	0.658080783	0.451611012	1.152650522	1.279827722	0.816340475	1.779281809	0.513612396	0.912670084	1.183829686	3.649060531	1.069603924	1.200681254	0.604737896	1.723063692	0.79086934	1.513478105	0.7270255	0.976799567	0.470144063	0.368283584	1.389698864	0.821656566	0.617379197	0.620048835	0.639066559	2.176265639	2.625312435	1.338776717	0.94950216	0.865218947	0.512202558	0.689649697	2.644959621	2.044790685	1.175011526	0.841510657	1.924523573	0.774156	0.87987724	1.574795786	1.161967789	1.181406759	1.463485498	1.023200433	0.791618221	0.939139872	1.458840425	0.820323716	1.938358621	1.470976931	1.025851699	0.66199841	0.839170405	1.427052795	1.095658153	0.883297508	1.346441373	0.277162459	1.292196504	0.23215787	1.231111099	0.603297	0.653564752	1.850182715	0.730019711	1.254602861	0.445381129	1.776157681	1.162565319	1.051959294	1.22923496	0.950992923	1.090371807	0.707813557	1.049957613	0.417499753	0.585476961	0.729292264	0.858932197
X-23739	1.014680307	0.885563896	0.741191894	0.911543248	0.91709102	1.42401556	0.911250519	0.740279267	1.371637328	0.561672785	1.011870416	1.074876921	0.812660943	1.115279854	0.872532736	0.932380267	0.792043862	1.396933384	1.000690341	1.063123909	1.576573812	1.033656066	1.053534278	1.522313972	1.12075327	0.847391655	1.158821412	0.882317259	1.276353091	0.733209145	0.81305464	0.647865188	1.535372526	1.261864546	1.315404303	0.705708225	0.814026753	0.255711748	0.708894594	0.646903251	1.194478057	1.21084195	1.352330487	0.999309659	0.770082105	1.185862887	1.020295391	0.658851154	1.031575652	0.97326456	1.082339958	0.691701823	1.275674491	1.027931404	1.355312571	1.238273209	0.901353287	1.165065786	0.938331129	1.14057591	0.810920219	1.116121256	0.619128386	0.763887041	1.076864977	0.625395459	1.142334635	1.138768658	0.719396852	0.645088954	1.133583275	1.724734078	1.240366147	1.988735393	0.865350688	0.570807667	0.978507862	0.738114321	0.973957249	0.68859529
X-23780	1.071200968	2.03409783	1.968886254	1.731916082	0.467058095	1.023967934	1.387310089	0.429342445	0.350786888	0.850300728	0.425894411	1.004420848	2.164869438	2.058774521	1.018563908	0.701656201	1.67343918	0.554836379	0.745423433	1.267147628	2.895523972	0.85126367	2.486600246	2.444056065	4.498114094	0.935841195	2.207129326	1.954797486	2.707753684	0.189262824	1.055906918	0.75256579	0.435579606	0.444466216	0.925718702	0.429685965	0.529620223	0.189262824	1.315881588	0.189262824	3.288208967	2.234929287	0.495781513	0.843709682	0.311264796	1.378278865	0.916673659	0.605503627	1.812246493	1.183287745	1.322223878	1.164996283	0.506272698	0.72760678	3.505199691	0.882045741	0.355741772	2.316440302	4.040209133	0.779550383	0.563197343	0.189262824	0.649540344	0.499433883	0.340325811	0.697869583	1.065269816	1.408126127	0.938958542	1.736216994	0.469638939	0.91503256	0.63777774	1.013825205	1.296656305	1	0.689344755	1.981580706	1.360833866	0.559206883
X-23782	1.001984009	0.404602648	0.767865502	1.000627562	0.714416658	1.159214722	1.668925839	3.348445624	0.616580531	1.279560628	1.597795284	0.661321259	1.951227635	0.99772381	1.541649256	1.573320347	2.003316106	0.766630798	0.792209271	0.547897391	0.204570446	1.32970986	0.648993072	1.09021191	0.560361457	0.643414914	2.794805919	8.045618844	1.265540615	1.023176613	1.764824298	0.851741309	0.711748535	0.974967404	1.557600653	1.658647638	0.999372438	0.934846605	0.97663881	0.797016918	0.998962441	0.939802699	0.392835263	1.244458757	1.166694419	0.842164501	1.227293077	0.427156412	0.784659671	2.00479508	1.146679181	1.217183745	0.594836551	0.475433953	4.682566487	0.850542736	1.18136163	1.290742079	1.767045508	0.75262728	0.585725506	0.475645235	0.848245338	0.6681514	1.210070061	0.980031103	0.951872477	1.321861009	0.91583044	0.985192196	1.779158485	0.847430842	0.74781492	1.431697011	1.219442655	1.118733408	1.615886206	1.183900941	1.148188787	1.317903203
X-23997	1.404618098	1.74745478	0.522752182	0.984719952	0.485543325	1.913758106	0.227077402	1.358811716	0.928343168	0.796054656	0.406742789	0.856006508	2.653008559	0.30274361	0.935493991	0.999304784	0.511529741	0.745779556	0.744355363	1.959386722	1.084734789	0.940273226	1.381574922	0.557013664	1.657434789	0.761594508	2.217083015	1.000695216	1.296585887	1.155129117	1.535398126	1.152047843	1.544977267	0.787756164	1.23575623	0.52897628	0.098708924	0.488438335	1.052844206	1.037265586	0.264444962	0.70729051	1.24862978	1.48767927	0.536900867	0.806665482	0.382954789	0.945574735	0.098708924	0.749732892	1.349466381	1.194468866	0.098708924	1.263295686	1.664959518	0.903757289	2.242407748	0.671387795	0.387913397	0.398544893	0.202884491	1.993947466	0.773068439	1.250218188	1.520611873	0.461694232	2.589721418	1.899468402	1.684972178	1.075452614	1.011966347	1.745223751	0.098708924	1.664660026	1.195871011	0.797223225	0.098708924	0.331458754	1.486388286	0.7219532
X-24241	1.042756659	1.798100601	0.831982337	1.005612818	0.832176164	1.078811424	0.546852702	0.580040615	0.408552072	0.567466705	1.436078262	0.878499503	0.863653933	0.909381399	0.614587389	1.477399003	0.994387182	1.287234258	1.235864213	1.254684469	2.016876262	1.208001179	0.528140875	1.023329016	0.825729214	0.796494195	0.924687887	0.514967006	1.966113543	1.792334087	1.06719179	1.238669345	0.875938063	1.276134229	1.048106702	1.060748151	0.739410039	0.087052262	0.680625613	1.704662552	0.680710207	1.034194391	2.260019299	0.948500093	1.27353416	0.840600846	0.769386905	0.30098888	0.617972578	0.659053682	1.714879032	0.388358191	1.964295249	0.721003902	1.663175563	1.112283608	1.175525274	2.417762151	0.087052262	4.148027282	0.655079368	0.844958696	0.525403932	1.138813473	1.471814244	5.293287272	1.243719332	0.69091734	0.897678935	1.115570985	1.313316576	1.016554275	0.782666168	2.033147675	0.864385875	2.340871088	0.087052262	0.406638288	0.738879105	0.916647083
X-24243	1.877434562	0.331138323	0.09888116	1.366624133	0.926749288	0.09888116	4.062064468	8.890857678	1.073997771	0.936070575	1.773291185	0.934048838	0.162616156	2.739291962	0.334788098	0.872376993	1.6152117	2.419789786	0.693850483	1.248745961	0.671377419	0.877391804	1.804872552	0.349382359	4.887171868	0.219743263	1.39898214	3.3411467	1.063929425	24.71828505	0.700482576	1.428300281	0.241881253	0.700434171	2.094284788	0.58404904	0.642036689	0.09888116	0.471030244	1.402486699	0.541010626	0.482161898	2.117413479	0.185200553	5.043332343	0.893394665	0.366269428	0.931043932	1.99549022	6.128971101	2.537126353	0.09888116	0.221489088	0.664708753	10.62276108	10.28446197	0.417768049	3.416592064	1.635105827	0.441932617	0.237232173	0.870902776	1.719863335	0.251240727	2.980017399	5.30294561	2.375839197	1.259356987	0.711587338	0.915597196	0.423700951	0.610278372	6.402618738	3.925479181	1.354395825	0.09888116	5.482528435	0.112255065	2.857851575	0.346383369
X-24295	0.707350053	0.661958889	0.931226442	2.29665763	0.748316291	1.047647495	1.481716955	1.899947895	0.769887726	0.903144531	0.840748842	0.972160532	0.93278893	1.250795643	0.814366044	0.918856471	0.790286458	0.685564304	0.231236756	1.024640822	1.127175628	1.335276452	1.395454655	1.148994864	0.864857226	0.950145064	0.807479848	0.866218124	0.599930214	1.188829923	1.137143936	0.818839192	2.368916479	1.548905924	0.759077563	0.629614796	1.020042434	0.979957566	1.08631119	1.121321491	2.145509573	0.776255549	1.803930262	2.049189221	0.944276862	0.926232912	1.375315109	0.870769631	1.406953304	1.092868547	1.830711551	1.381451205	0.792069958	2.520839417	1.104063137	1.036089241	0.654034606	0.756164224	0.77216147	0.700027861	0.902275217	1.730771291	0.87021777	0.523427935	1.181888138	1.27813415	1.311429264	1.133531396	0.652516321	1.558862177	0.865242323	0.748308254	1.367435029	1.446322897	1.234340299	1.131210101	1.418768066	0.766566519	1.158646389	0.714603933
X-24306	0.820561434	0.95526559	0.608351671	0.960451843	1.01552075	1.466289072	0.520110487	1.544870278	0.58696788	1.233521507	0.757339297	1.668615341	0.7865019	1.234603914	0.876989591	1.816998225	0.449553166	0.95114586	0.962775502	0.662527649	1.291862598	1.558688562	1.375658422	1.439872199	1.501318688	1.064782778	1.011327271	1.112361061	1.906970807	0.944738778	1.098570008	1.117775369	0.777177764	2.171781724	1.023956495	1.520436685	0.846211318	0.537837465	0.697044426	1.211775778	0.976417923	1.683078077	0.929299152	1.026385672	1.259527655	1.017656066	0.775508768	0.528584809	0.756626768	0.634267052	1.957864389	0.570457192	0.948121019	1.624249108	0.882129325	1.476208873	2.091140085	0.98781951	1.08217278	0.520383926	1.011520153	1.39031404	0.568817697	1.459978431	1.305501615	0.563902613	0.988672729	0.86043125	0.90893877	0.865743443	0.604353344	0.845033604	1.235200713	1.325060971	0.662988296	1.419143071	1.245521028	0.814531039	1.046136775	0.583974807
X-24307	1.266516933	1.239244835	0.657564079	1.415755287	1.397515123	1.155754227	0.701957411	1.326853467	0.870154367	2.049908488	0.793056326	1.220074269	1.217739602	1.054810169	1.208522199	1.066442745	0.661759551	1.284880403	0.702766545	0.769562905	0.891404836	1.189096868	0.99351368	1.306339779	1.09176538	0.770778644	1.625983393	1.870813699	1.723938547	1.542652778	0.758732329	2.85594153	1.192963183	2.199738917	1.388487266	2.44859655	0.750608379	0.862529757	1.109161762	2.757508438	0.698790171	0.879450237	0.968766814	0.923906752	0.939989565	2.20746951	1.359827208	0.692980507	1.224625393	0.690709022	0.93927928	0.771881267	0.93072121	1.073670941	0.978201277	1.00648632	2.13085756	0.710862981	0.777068285	0.638077603	0.781107841	1.140006685	0.598889632	1.066267467	2.723300615	0.641738069	0.630780111	0.638616687	1.969408823	0.702168357	0.851656381	0.940750803	0.964455169	2.30707656	0.783506709	0.820936802	1.008519346	1.142694967	0.94586343	0.772180871
X-24309	0.433819346	2.096802394	0.138928402	0.837342935	0.656786392	0.48118184	0.962864509	0.40884009	0.138928402	0.138928402	1.580849929	1.052510076	1.868729256	0.421992058	1.435707089	2.114912281	1.444686463	0.609592817	1.704803817	0.514248459	1.762900071	0.229385965	0.391156946	0.886409436	0.616616287	0.592466809	1.139666311	0.138928402	0.842090446	0.411006401	0.635555951	1.067786866	1.926223921	1.547181721	1.367585349	0.450986842	0.138928402	1.004848269	0.518874467	0.536039	0.171953532	0.138928402	0.138928402	0.329131105	2.379949028	1.574742176	1.242757231	1.766079896	0.138928402	0.138928402	0.163157895	0.183926031	1.164761143	1.224410266	1.657417615	1.075278568	1.115098981	1.2351055	1.077833096	1	2.621286747	1.337660028	1.854975699	1.825992769	0.312660028	0.709492058	0.366213253	1.189556662	0.691068042	1.189832266	1.484050498	0.865593883	0.422134305	1.212805239	1.74772404	0.138928402	0.855408369	0.588104552	0.661868777	0.345039118
X-24328	0.690782827	1.142235047	1.111205234	1	2.892831774	0.854636824	1.494328335	0.481184895	0.952738327	1.681998473	1.110711087	0.608939657	0.298279749	0.972420396	1.565476742	0.892761181	0.407124547	1.315477845	0.772100965	1.062765549	0.420744486	0.975548526	2.187793676	1.11284651	0.769431686	0.630660084	1.773380454	1.251684293	0.558126299	1.748858387	0.894217151	0.671652261	0.883363556	1.06950272	0.732525049	0.96445668	0.519168067	1.320626685	0.550047871	2.722231782	1.845711286	0.434457078	0.298279749	0.982232752	0.298279749	0.600075887	0.473507962	1.0683953	0.298279749	1.172205971	2.197200125	1.858788545	1.405055305	0.961037357	0.298279749	1.251684293	0.763435737	0.66487097	1.545834381	0.7237054	1.252266681	1.032366657	0.653518815	0.298279749	0.866412534	0.298279749	1.187877504	0.926989716	0.409992367	1.492532638	0.298279749	2.02837377	1.144224872	1.070764561	2.370703234	1.682633806	2.341623539	1.105023979	0.877760277	0.426577191
X-24334	0.931494041	1	0.581540093	1.295961372	1.076502275	1.146864272	0.738828882	0.609296938	0.518002177	0.424153619	1.368891122	0.892838204	1.205043401	0.428409947	0.364969717	0.704889894	0.556476597	1.167099277	0.491947863	0.45278964	0.988459069	1.1495018	0.990022049	1.459167155	4.795682269	0.444960786	1.212174496	0.700480058	0.965767953	1.342767032	1.068031483	0.789109381	1.097448994	3.129099333	1.085852243	0.819657261	1.531120042	0.694884032	1.751946747	1.567096486	0.421432359	0.912570823	1.260822239	0.655656033	0.510019816	0.378324821	0.65025538	0.998646348	0.364969717	2.749518546	2.250006978	1.39967624	0.934033883	1.453431578	0.868444556	1.244341176	1.330779536	0.471112786	0.569580507	1.526682296	0.627703815	1.45443635	0.753649279	0.992547936	1.040595607	0.93141031	1.741675738	2.444207206	1.033394736	0.653590667	2.549638561	1.999078958	1.494264423	1.487579893	1.187822713	1.541265455	1.68473862	0.680538112	0.691423149	2.924390857
