	cohenD	fc_case_control	pval	padj
N-acetyl-cadaverine	-0.19484598099531	-0.40131304314665833	0.386222125350162	0.8843749342068092
cinnamoylglycine	0.129485377200416	0.24904080200309237	0.564206360840125	0.9460294949023328
stearoyl ethanolamide	-0.411365757539824	-1.6047097534881276	0.0696193066380356	0.8410038443481185
cis-4-decenoylcarnitine (C10:1)	0.254859841890014	0.24275331115097132	0.257871003344388	0.854282201100403
2S,3R-dihydroxybutyrate	-0.227962320904913	-0.17989535145882182	0.311127587858777	0.854282201100403
(16 or 17)-methylstearate (a19:0 or i19:0)	-0.477618744049128	-0.3179285535954137	0.0358179780807966	0.8410038443481185
2R,3R-dihydroxybutyrate	-0.0861669294928613	-0.06806922966394663	0.70102684415055	0.9531485733959788
4-methylbenzenesulfonate	0.259852859233576	0.11318288571761008	0.248739451689079	0.854282201100403
alpha-ketoglutaramate*	0.336410357047859	0.1598536763023924	0.136498317956343	0.8410038443481185
2,3-dihydroxyisovalerate	-0.0003631376492268	-0.0006842203082322537	0.99870838163204	0.999998234127129
3-methylglutaconate	-0.478370415453372	-0.308385594604665	0.0355358564297574	0.8410038443481185
5-(galactosylhydroxy)-lysine	-0.176679809839914	-0.08997515882964621	0.431843915545004	0.8921060824803984
cysteinylglycine disulfide*	-0.370526232494522	-0.12512242225404926	0.10152792759955	0.8410038443481185
isoursodeoxycholate	0.133633289791838	0.3334043815229923	0.551820495008665	0.9428044206186692
formiminoglutamate	0.133860651919229	0.1357312594235014	0.55114553591561	0.9428044206186692
hydantoin-5-propionate	0.117793413681553	0.12048399226214317	0.599835673926604	0.9531485733959788
sulfate*	0.0355119004039743	0.011244595005030096	0.874225864973318	0.98812719235033
4-hydroxy-2-oxoglutaric acid	-0.160183225394953	-0.15885872872401796	0.475907760719529	0.9077041602585816
4-hydroxyglutamate	-0.233279773088902	-0.22090840356895686	0.300051076373709	0.854282201100403
S-methylcysteine	-0.0897687477735314	-0.06137457762180852	0.689180710778546	0.9531485733959788
androsterone glucuronide	0.164707249701612	0.34536861525170304	0.463579474503494	0.9046254322428878
argininate*	0.0369284749317406	0.03430151932816391	0.86925385205702	0.9863939433502654
2-oxoarginine*	0.344239116524008	0.28323292472688605	0.127733339889154	0.8410038443481185
cis-4-decenoate (10:1n6)*	0.0987259408160896	0.10472746430634468	0.660061171384497	0.9531485733959788
1-lignoceroyl-GPC (24:0)	0.381528968928915	0.20532934417744905	0.0919405344667779	0.8410038443481185
1-(1-enyl-palmitoyl)-GPC (P-16:0)*	0.003081787561536	0.001357980729748059	0.989038956509452	0.997313991810292
1-methyl-5-imidazoleacetate	0.126177357910798	0.16751159054555473	0.574181096451982	0.9460294949023328
glycoursodeoxycholate	0.194595034072519	0.41501853009667505	0.386831202000239	0.8843749342068092
S-methylcysteine sulfoxide	0.0861763201356574	0.09998649412294652	0.700995860876456	0.9531485733959788
(14 or 15)-methylpalmitate (a17:0 or i17:0)	-0.171357154902982	-0.11792493690592662	0.445791564842527	0.8979938033192921
eicosanedioate (C20-DC)	0.326633539606999	0.24897586872342872	0.148100780244963	0.8410038443481185
16-hydroxypalmitate	-0.259840160660711	-0.1332933112289981	0.248762379558169	0.854282201100403
oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	-0.30089932928432	-0.2228713651260274	0.182309975683381	0.8410038443481185
oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	-0.361851227823358	-0.28194457470268014	0.109646162649436	0.8410038443481185
1-(1-enyl-palmitoyl)-GPE (P-16:0)*	-0.176321538654801	-0.07367162853093447	0.432774576091399	0.8921060824803984
1-(1-enyl-stearoyl)-GPE (P-18:0)*	-0.117745646881106	-0.0509164717745114	0.599983343180358	0.9531485733959788
linoleoylcarnitine (C18:2)*	0.206964428306047	0.1044990547232863	0.357522762208534	0.8780462442507145
isoleucylglycine	-0.156759416424084	-0.09863217947352601	0.485358404476527	0.9130589843077928
leucylglycine	-0.167473013574071	-0.14031280782362454	0.456132771693495	0.9005494485533818
2-O-methylascorbic acid	-0.249589427281055	-0.1311480150754773	0.267764282965586	0.854282201100403
carboxyethyl-GABA	-0.0028694357962576	-0.0013828650975514596	0.989794187913513	0.997313991810292
beta-citrylglutamate	-0.668840110366901	-0.36415415360191133	0.0037186513215695	0.8410038443481185
trimethylamine N-oxide	-0.230832831195956	-0.3601709758456599	0.305114461494818	0.854282201100403
N6-methyllysine	-0.084480285416265	-0.09627872162168219	0.706599895464796	0.9531485733959788
imidazole propionate	0.0194194618651018	0.026568214216926764	0.931016109023029	0.9912437377647828
valylglycine	-0.229578371680706	-0.22157719929278402	0.307732560042812	0.854282201100403
prolylglycine	0.0177295333612084	0.020604169517246942	0.937005917130241	0.9912437377647828
N-palmitoylglycine	-0.226627000176072	-0.11822647893273755	0.313951786604308	0.854282201100403
mannonate*	-0.512463341427934	-0.28250742795234823	0.0246147486293681	0.8410038443481185
2-stearoyl-GPE (18:0)*	-0.388587862937115	-0.185137824652717	0.0861895477146194	0.8410038443481185
(R)-3-hydroxybutyrylcarnitine	-0.37347499199953	-0.8464041910726676	0.098882125885843	0.8410038443481185
N-acetylcarnosine	0.259209125021143	0.20931049651135755	0.249903642019691	0.854282201100403
margaroylcarnitine (C17)*	-0.140374052460472	-0.08496226122119312	0.531987062971724	0.9334785130902692
histidine betaine (hercynine)*	0.0898625395833529	0.08006571786922934	0.688873255713715	0.9531485733959788
retinal	-0.402478302091103	-0.2243008228948909	0.0757370861735504	0.8410038443481185
2-hydroxydecanoate	0.0983653821043605	0.08809899712727211	0.661223626133771	0.9531485733959788
4-methylcatechol sulfate	0.182864888066027	0.24744009287284796	0.415964508055624	0.8918693169515884
3-methyl catechol sulfate (1)	0.21299862560157	0.356043355773224	0.34375623614017	0.8778856117793373
guaiacol sulfate	0.0999041400301182	0.11384912798028651	0.656268453845616	0.9531485733959788
