	coef	cohenD	pval
tetradecanedioate (C14-DC)	0.328547014138941	0.468870622249611	0.0392472137391336
hexadecanedioate (C16-DC)	0.239580398319331	0.353634052081364	0.117810626792881
octadecanedioate (C18-DC)	0.356567521127009	0.544693510057052	0.0171336914672835
undecanedioate (C11-DC)	0.0568851795194817	0.168038197174273	0.454619519575018
glycerophosphoglycerol	-0.182933758438274	-0.212388522814598	0.345132253735187
glycerophosphoethanolamine	0.0272668077466775	0.107949150676211	0.630616017049692
3-(3-hydroxyphenyl)propionate	-0.304501026063144	-0.206033703329994	0.359677214773841
ectoine	-0.422538868087719	-0.157550086185766	0.483166784934497
1-arachidonoyl-GPI (20:4)*	0.0564588634349048	0.119888926373524	0.593374048833685
1-palmitoyl-GPI (16:0)	0.0953951977691887	0.134901283550811	0.548061554065373
glycolithocholate sulfate*	-0.148219164664508	-0.15626197172014	0.486740054176468
taurolithocholate 3-sulfate	-0.374093816827566	-0.203962090076454	0.364502378399174
deoxycarnitine	-0.165921549308135	-0.660351375501447	0.00415478202461194
N6-succinyladenosine	-0.180201513571096	-0.422130324166675	0.0627686384831546
1-ribosyl-imidazoleacetate*	-0.326735439941211	-0.494465754094599	0.0299420116460868
N2-acetyllysine	-0.253727639616056	-0.345355121499585	0.126521036682414
3,4-dihydroxybutyrate	-0.128452832081035	-0.188018476325971	0.403005539529508
indoleacetylglutamine	-0.763284832009621	-0.441431513395257	0.0519058896385784
hexanoylglutamine	0.232646845016176	0.170260618985674	0.448697130163904
N6-acetyllysine	-0.0346361452391595	-0.149629173039174	0.505367996043937
dihomo-linolenate (20:3n3 or n6)	-0.0130172671812592	-0.0233614875715994	0.91705999670458
mannitol/sorbitol	1.16377837970275	0.140772807018965	0.530825433801731
tryptophan betaine	-0.7372556003347	-0.301649910995993	0.181234032992848
4-vinylphenol sulfate	-0.255549654178238	-0.147036582011523	0.512751906910176
4-ethylphenylsulfate	-2.16808722728167	-0.479051308164742	0.0352819698439906
thymol sulfate	-0.315980607067324	-0.034221939499716	0.878757892081474
pyrraline	0.128289003712031	0.120637567419848	0.591073476422789
N6-carboxymethyllysine	0.0053091229179373	0.0187259197304416	0.933473848254797
1-oleoyl-GPI (18:1)	0.0206179359308511	0.0353698017005071	0.874724897917738
1-linoleoyl-GPI (18:2)*	0.0294601595714302	0.0684155998620427	0.760447299981543
o-cresol sulfate	0.246666172076107	0.0602485203049436	0.788302933198086
dimethylarginine (SDMA + ADMA)	-0.0814030868738131	-0.417376854386827	0.0657204128694533
gamma-glutamylalanine	-0.114620892477735	-0.151213767227576	0.500883203914105
N-acetylserine	-0.141892215124501	-0.477269232318642	0.0359498206373645
1-stearoyl-2-oleoyl-GPE (18:0/18:1)	0.058934213955707	0.0925845912359665	0.679973213895543
4-allylphenol sulfate	0.0163056028577731	0.00711513244660597	0.974697007010369
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	-0.037359567964715	-0.262662620451682	0.243703287089711
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	0.229159737349171	0.271030389684663	0.22913876619843
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	0.221555898224206	0.304757640506417	0.176830257080124
sphinganine-1-phosphate	0.226243955359263	0.680837087382919	0.00317426933471761
glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	0.0156079119653041	0.0448884299869616	0.841418814526
cyclo(leu-pro)	-0.0776229618058123	-0.075789707752143	0.735564310712493
succinylcarnitine (C4-DC)	-0.14945311681334	-0.411219709352171	0.0697163946906673
bilirubin (E,E)*	-0.0602871090734247	-0.119349270976697	0.595034996856847
bilirubin (E,Z or Z,E)*	-0.00315579859966274	-0.00470708340140414	0.983258956068473
N-methylproline	-1.19643113803703	-0.216453011594705	0.336032719054225
beta-cryptoxanthin	-0.268231373813239	-0.198457295913727	0.377523264984526
5alpha-androstan-3beta,17beta-diol disulfate	0.094647021057322	0.0428160591622936	0.848647719789612
5alpha-pregnan-3beta,20alpha-diol disulfate	-5.89299186384364	-0.229884864782961	0.30709150387884
glycocholenate sulfate*	-0.0757938788045185	-0.187791075467182	0.403572100345877
taurocholenate sulfate*	-0.260076989925921	-0.301617830752996	0.181279920832647
androstenediol (3beta,17beta) disulfate (1)	-0.258549688955455	-0.0918035646719107	0.682522286698463
pregnenediol disulfate (C21H34O8S2)*	-0.455713587119456	-0.374968177025142	0.0975639032348747
androstenediol (3beta,17beta) disulfate (2)	-0.173637482419128	-0.194155920045477	0.387898417723446
21-hydroxypregnenolone disulfate	-0.32482266659269	-0.397085475140903	0.0796627468444683
5alpha-androstan-3alpha,17beta-diol monosulfate (1)	0.162991045413931	0.15782244860746	0.48241310684783
5alpha-androstan-3beta,17alpha-diol disulfate	-0.134525068389232	-0.0738301043617493	0.742150447095444
androstenediol (3alpha, 17alpha) monosulfate (2)	-0.0980113897308717	-0.108211624733654	0.629786463664472
androstenediol (3alpha, 17alpha) monosulfate (3)	-0.233042577841423	-0.202732506448148	0.367385712346031
androstenediol (3beta,17beta) monosulfate (1)	0.0346982308995418	0.016249452281247	0.942254937432242
androstenediol (3beta,17beta) monosulfate (2)	-0.0257552244428795	-0.0143649043242389	0.948942046657947
4-hydroxycoumarin	-0.736812013145083	-0.237299803151316	0.291857152310414
pregnenediol sulfate (C21H34O5S)*	-0.485650940334957	-0.403221178748002	0.0752091400854224
2-hydroxyglutarate	-0.517068403971514	-0.22712891859332	0.312888220817342
gamma-CEHC	-0.105771209039072	-0.123598394914836	0.582016081311145
N-acetyl-beta-alanine	-0.05788360711619	-0.146733961256445	0.513617516004034
sphingomyelin (d18:1/18:1, d18:2/18:0)	-0.0319828709273698	-0.127360663886056	0.570603284411076
palmitoyl sphingomyelin (d18:1/16:0)	-0.0244168387005008	-0.198841184364713	0.37660585373305
cysteine sulfinic acid	-0.0114907990619566	-0.0248024112160679	0.911964898083635
3-hydroxyhippurate	-0.42895368954589	-0.291251265597865	0.196573044991855
16alpha-hydroxy DHEA 3-sulfate	-0.409090676513478	-0.165826104010257	0.46055872111788
pregnenolone sulfate	-0.637653341995644	-0.515766741738184	0.0237334488498441
andro steroid monosulfate C19H28O6S (1)*	-0.308662883009043	-0.182124413110881	0.417846866495823
ergothioneine	-0.331654114466968	-0.439550487088223	0.0528888555037822
13-HODE + 9-HODE	0.13413362318093	0.218248659181978	0.332063220992395
tridecenedioate (C13:1-DC)*	0.165271585812307	0.184849821293075	0.410943854086671
N-acetyl-cadaverine	0.122135910791638	0.0394401014953445	0.860451397654287
cinnamoylglycine	-0.542047115612202	-0.260007884639261	0.248459667487371
stearoyl ethanolamide	12.2272597009026	0.585260893064251	0.0106390229119331
cis-4-decenoylcarnitine (C10:1)	-0.103732976716073	-0.211093534543497	0.348064799559889
2S,3R-dihydroxybutyrate	-0.189682195243342	-0.247344036138018	0.27205895797042
(16 or 17)-methylstearate (a19:0 or i19:0)	0.15288644795342	0.271985763755322	0.227516913573624
2R,3R-dihydroxybutyrate	-0.20333895493694	-0.284121281211977	0.207637451896354
4-methylbenzenesulfonate	-0.447887512255994	-0.21190013765612	0.346236327457234
alpha-ketoglutaramate*	-0.255086794422847	-0.747579333904736	0.00127404540934492
2,3-dihydroxyisovalerate	-2.89746674575145	-0.244837001448044	0.276910592251987
3-methylglutaconate	-0.467189338261561	-0.293197051868769	0.193631386602052
5-(galactosylhydroxy)-lysine	-0.140638568579826	-0.430906225191785	0.0576123289364778
cysteinylglycine disulfide*	0.117673032811069	0.470524616305975	0.0385778716765642
isoursodeoxycholate	-0.15017062501653	-0.057745165671942	0.796898613089569
formiminoglutamate	-0.0734317321657378	-0.0994460088525034	0.657742148909205
hydantoin-5-propionate	-0.066185463187028	-0.0647959185673523	0.77275640459486
sulfate*	-0.129300422278753	-0.597192138387088	0.00920838215405473
4-hydroxy-2-oxoglutaric acid	0.166334008766319	0.207903443255869	0.35535753030217
4-hydroxyglutamate	0.182504371488745	0.231613285267013	0.303493251076564
S-methylcysteine	-0.188731596576936	-0.30563377282377	0.175603547215804
androsterone glucuronide	-0.219276212159145	-0.158455221638361	0.480664621915644
argininate*	-0.6239389934813	-0.326299757638247	0.148510050476736
2-oxoarginine*	-0.399102728665285	-0.51335637707363	0.0243736934505519
cis-4-decenoate (10:1n6)*	-0.203644572565012	-0.157983954780349	0.481966496679408
1-lignoceroyl-GPC (24:0)	-0.23618550550019	-0.391407563392926	0.0839766300858018
1-(1-enyl-palmitoyl)-GPC (P-16:0)*	-0.0587679471314682	-0.170618159408159	0.447748529112852
1-methyl-5-imidazoleacetate	-0.736647913776737	-0.357985962169535	0.113428026603782
glycoursodeoxycholate	-0.0779813990348239	-0.039627724668656	0.859794532494249
S-methylcysteine sulfoxide	-0.438529741013411	-0.417909966436322	0.065383661314671
(14 or 15)-methylpalmitate (a17:0 or i17:0)	0.0941589491592435	0.194458138045801	0.387163715859826
eicosanedioate (C20-DC)	-0.0186795382005947	-0.0404659312668954	0.856861201179044
16-hydroxypalmitate	0.114730648834835	0.35066987797281	0.120872496231443
oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	-0.0160673080536943	-0.0289635462055739	0.897272586988739
oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	-0.0160543598355486	-0.0265291352200272	0.905864085166146
1-(1-enyl-palmitoyl)-GPE (P-16:0)*	0.0250670085711129	0.0732193923088606	0.744206988669722
1-(1-enyl-stearoyl)-GPE (P-18:0)*	-0.0150412720624159	-0.040895523679032	0.855358606552664
linoleoylcarnitine (C18:2)*	0.0827230967017881	0.233499190654002	0.299599847986749
isoleucylglycine	-0.272808802927953	-0.216904746948118	0.335031184013689
leucylglycine	-0.0359181256055139	-0.0461086555131213	0.837168711475636
2-O-methylascorbic acid	-0.104927407548812	-0.267090618339001	0.235915558470261
carboxyethyl-GABA	-0.135538535199511	-0.291835515365597	0.195686286349765
beta-citrylglutamate	0.0767205015356197	0.146802516435739	0.513421354525969
trimethylamine N-oxide	0.0463197580037579	0.0301496211723828	0.893091082271234
N6-methyllysine	0.570891280965256	0.456109439086833	0.0447575456898242
imidazole propionate	-0.677336294385506	-0.247014174619664	0.272693898710877
valylglycine	0.0397035120147875	0.0585417281706291	0.794160704420283
prolylglycine	-0.0947145141451416	-0.0862669545033455	0.700696849960967
N-palmitoylglycine	0.0148250963283762	0.0365289023049916	0.870655781308922
mannonate*	-0.0443815318950251	-0.109367646933461	0.626138510611348
2-stearoyl-GPE (18:0)*	0.0468172675524137	0.128806191963451	0.566247368566042
(R)-3-hydroxybutyrylcarnitine	0.684603701617858	0.257309412706143	0.253361866199355
N-acetylcarnosine	-0.154885368620392	-0.248230601464238	0.270357549327345
margaroylcarnitine (C17)*	0.0822514060852043	0.190169414908528	0.397670620418157
histidine betaine (hercynine)*	-0.32443678508256	-0.539396189055352	0.0182031396230227
retinal	-0.0934929121748089	-0.175939378038088	0.433768595918851
2-hydroxydecanoate	0.0606669068909602	0.0733897144989501	0.743633249682031
4-methylcatechol sulfate	-0.276344672621551	-0.243018767355262	0.280466642767057
3-methyl catechol sulfate (1)	-0.0471517540940107	-0.0230376966048884	0.918205405595278
guaiacol sulfate	-0.274170218334914	-0.290693758886146	0.197422007626693
2-aminooctanoate	-0.0392987961563157	-0.0612385197594888	0.784910779732127
gamma-CEHC glucuronide*	-0.233472806505505	-0.248418735474175	0.26999745959378
dimethyl sulfone	2.94178859437586	0.318675285572238	0.15810051799779
2-piperidinone	0.32365063324441	0.130688862885142	0.560598678120364
N-acetyl-1-methylhistidine*	-1.24014648174286	-0.585276713986719	0.0106369993160689
indolin-2-one	-0.189334679693417	-0.273603903333213	0.224788998001705
2-aminophenol sulfate	-0.790486320535212	-0.213957021516535	0.341601903750328
1-stearoyl-GPS (18:0)*	0.244435062149726	0.305351468874487	0.175998104391935
sphingomyelin (d18:1/14:0, d16:1/16:0)*	0.00991868132645415	0.0411526014376378	0.854459675385498
sphingomyelin (d18:2/16:0, d18:1/16:1)*	-0.00399363314879625	-0.0219734463104659	0.921971391885934
2-hydroxyphytanate*	0.0221679391730388	0.027861777946819	0.901159478297591
6-oxopiperidine-2-carboxylate	-0.0507807014206207	-0.0768835301803371	0.731896586361576
S-allylcysteine	-1.53990510610122	-0.322883734323088	0.15274940770613
N-delta-acetylornithine	-0.676608744340014	-0.241641637087813	0.283180951438903
acisoga	-0.283498364375324	-0.413888116172412	0.067960300066324
2-aminoheptanoate	0.0223619832075081	0.0384614745161197	0.863879137376572
N-formylanthranilic acid	0.0829078089793755	0.150807575933646	0.502030772458686
N2,N5-diacetylornithine	-0.142951169707333	-0.331177902813638	0.142615659250203
1H-indole-7-acetic acid	-0.0847052080019687	-0.128970441896821	0.56575345301555
3-methoxytyramine sulfate	-0.206710618232623	-0.411345681056096	0.0696326461153396
methionine sulfone	-0.209231850750554	-0.308756601204855	0.171283746573109
1-linolenoyl-GPC (18:3)*	-0.211027165732551	-0.291924794853349	0.195551043998531
1-(1-enyl-oleoyl)-GPE (P-18:1)*	-0.00614657499011769	-0.0180014395757425	0.936041914189355
fructosyllysine	0.0206081963584967	0.0329233176491359	0.883324441522175
N-methylpipecolate	-0.075827710174307	-0.0666940123829126	0.76629424742394
O-sulfo-tyrosine	-0.142655106354242	-0.344351971245763	0.12761033010978
ferulic acid 4-sulfate	-0.412840281530703	-0.293207657315392	0.193615443960104
etiocholanolone glucuronide	-0.452660904474712	-0.378923733679411	0.0941409247205187
N-acetyltaurine	-0.0187282517883817	-0.0427905533719104	0.848736772058019
1-palmitoyl-GPG (16:0)*	-0.0588329636654846	-0.129334066272489	0.564660749954897
3-methylglutarylcarnitine (2)	-0.558941447519066	-0.213398248388528	0.342856870441643
methyl glucopyranoside (alpha + beta)	-0.824956059064498	-0.265432870645405	0.238809839354442
2-keto-3-deoxy-gluconate	0.0548628071311185	0.08915401215325	0.691197143748077
sphingomyelin (d18:2/14:0, d18:1/14:1)*	-0.0156982118947675	-0.0384936125376672	0.863766528858088
sphingomyelin (d18:1/24:1, d18:2/24:0)*	-0.0251658545133325	-0.183235966316642	0.415023113985959
octadecenedioylcarnitine (C18:1-DC)*	-0.102423920879952	-0.14514566785587	0.518173313925767
octadecanedioylcarnitine (C18-DC)*	-0.0972285468628656	-0.158024775503692	0.48185365215193
myristoleoylcarnitine (C14:1)*	-0.0385617935305491	-0.0622684564527672	0.781386199710033
N-formylphenylalanine	0.104955107626587	0.21263767122022	0.344569895858912
4-hydroxychlorothalonil	-0.0430218263155199	-0.0847273124996326	0.705782650871033
tyramine O-sulfate	-0.122187686420579	-0.0372585461831931	0.868096089061148
3-hydroxypyridine sulfate	-1.92900139032171	-0.354372326038229	0.117057749610606
4-methylguaiacol sulfate	-0.243297496566867	-0.137203656756177	0.541269352985338
phenylacetylcarnitine	0.00275602050162017	0.00265872450038996	0.990543594185703
arabonate/xylonate	-0.286587114038593	-0.319927322932071	0.156493620248241
methyl-4-hydroxybenzoate sulfate	-1.06556723286663	-0.155698999299142	0.488306316486124
4-vinylguaiacol sulfate	-0.553284407049241	-0.349999795679535	0.121573385436274
vanillactate	0.0355680015618517	0.0476983468748376	0.831639017644485
eugenol sulfate	0.61044781062267	0.135913658394535	0.545069677588688
p-cresol glucuronide*	0.150468945167819	0.0660576575367604	0.768458929118646
6-hydroxyindole sulfate	-0.124352883125525	-0.172384510695482	0.443079250952905
sphingomyelin (d18:1/20:0, d16:1/22:0)*	-0.00896617792968223	-0.0462187626115154	0.836785439427278
sphingomyelin (d18:1/20:1, d18:2/20:0)*	-0.0524999560963957	-0.221682085299846	0.324559549469823
sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	-0.123683123593143	-0.3382223021918	0.134428719900717
behenoyl sphingomyelin (d18:1/22:0)*	-0.00503592996475959	-0.0257270678866084	0.908697245448587
sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	-0.00997860891380701	-0.0574376301120844	0.797956344537655
sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	-0.0212080728799042	-0.0785357612392502	0.72636829123954
lignoceroyl sphingomyelin (d18:1/24:0)	-0.0304100778497507	-0.108552933185152	0.628708464552463
sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	-0.0117564123224461	-0.040900403375921	0.855341541791188
dopamine 4-sulfate	-1.33424530304639	-0.406378947143938	0.0729990492393837
dopamine 3-O-sulfate	-1.40814937675389	-0.398466991598324	0.0786413562276044
3-hydroxyhexanoate	0.0518600483776858	0.101970670161579	0.64963793805269
N-carbamoylalanine	-0.470876128432742	-0.498327642013341	0.0287205436613673
3beta-hydroxy-5-cholestenoate	-0.0697881448805635	-0.150577573241034	0.502681202598619
1,2,3-benzenetriol sulfate (2)	0.520776660968185	0.0970199111932343	0.665568812151925
3-methoxycatechol sulfate (1)	0.511537270479943	0.233616529006386	0.299358733148509
3-methoxycatechol sulfate (2)	-0.497670221675425	-0.422052159618345	0.0628162577125896
N-acetylkynurenine (2)	-0.237313087462683	-0.228822987672192	0.309316361314311
C-glycosyltryptophan	-0.0855281505233467	-0.304905412097907	0.176622900748604
arabitol/xylitol	-0.200796284138725	-0.271971391205148	0.227541250612265
N-acetylglucosamine/N-acetylgalactosamine	0.0423318398083038	0.159643155447316	0.477391636856337
adipoylcarnitine (C6-DC)	-0.337513072003346	-0.277828428227763	0.217779596471805
4-hydroxyphenylacetoylcarnitine	-0.000733420484574676	-0.000700835329600304	0.997507251896049
nonanoylcarnitine (C9)	-0.0864186946222634	-0.148669350741713	0.508094977588801
suberoylcarnitine (C8-DC)	-0.235044910973448	-0.121382821249923	0.588787473798467
glycochenodeoxycholate 3-sulfate	-0.191629598963154	-0.0757871292578709	0.735572964031222
glycodeoxycholate 3-sulfate	-0.180997906876164	-0.235152040614684	0.296215622452415
taurodeoxycholic acid 3-sulfate	0.00338153429671701	0.00347293214095396	0.987647873193192
trans-3,4-methyleneheptanoate	0.0499543517653947	0.0799512959358467	0.721643486084577
linoleoyl ethanolamide	0.0645263334556269	0.134613569393418	0.548913344277659
1,2-dilinoleoyl-GPC (18:2/18:2)	-0.013780184989802	-0.0450962924358626	0.840694483191084
1-stearoyl-2-oleoyl-GPC (18:0/18:1)	0.00421204122818293	0.0166780849980233	0.940734543430991
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	0.0245507762866279	0.179301344595406	0.425070158901147
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	-0.0852452399085037	-0.355905546875137	0.115506505147188
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	-0.158430939294236	-0.468438114972106	0.0394238909595196
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	-0.0247204314665705	-0.0690378910347145	0.758337249213703
sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	-0.0337127025598409	-0.119518471675814	0.594513999170619
1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	-0.0191789671574945	-0.113956282876049	0.611751030665705
2-hydroxybutyrate/2-hydroxyisobutyrate	0.209304692099402	0.23625133147468	0.293979306510206
oleate/vaccenate (18:1)	0.102706537248529	0.160274159796742	0.475658166503516
palmitoyl dihydrosphingomyelin (d18:0/16:0)*	-0.102668362116082	-0.454822698547652	0.0453484339363315
tricosanoyl sphingomyelin (d18:1/23:0)*	-0.0402916017971447	-0.127849170605269	0.569129412097598
sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	-0.0557735359009311	-0.16446755515331	0.464228077295804
sphingomyelin (d18:2/24:1, d18:1/24:2)*	-0.01839444130868	-0.122479558202039	0.585430914312565
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	0.0645855139245234	0.11177453876246	0.618573234013512
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	0.0824363183810365	0.258587638602692	0.251031273496641
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	-0.0269362338920079	-0.216877176237435	0.335092254360059
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	0.247061046875798	0.478387252795979	0.035529559130548
1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	0.00698415436072245	0.0467506020060162	0.834934716072322
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	0.164454042293564	0.308120615160941	0.172156864431686
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	-0.143860468088065	-0.201310856990002	0.370737437385942
1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	-0.104399357204184	-0.181821233585966	0.418619051526533
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*	0.121936634723021	0.279631017189255	0.214837956590035
1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	-0.00813554297984891	-0.0242275932885267	0.913997021163056
gamma-tocopherol/beta-tocopherol	0.176803911703466	0.3343167172019	0.138920788915939
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	-0.0077745902390416	-0.0246061692632285	0.912658596482999
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	0.0063783940613757	0.019396527788166	0.931097371048339
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	0.00899573057556042	0.0265441963025358	0.905810896131514
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	-0.101016669462525	-0.289885072732422	0.198658319540917
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	-0.0337871522017735	-0.100810008645187	0.65335851217343
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	-0.0521842685002518	-0.188923991889751	0.40075430404281
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	-0.0627699448132481	-0.145436407053566	0.517337779391035
behenoyl dihydrosphingomyelin (d18:0/22:0)*	-0.0719644122006995	-0.115351515839808	0.607406084603266
sphingomyelin (d18:0/18:0, d19:0/17:0)*	-0.0621650553826565	-0.0937529490183011	0.67616694817355
N-palmitoyl-sphinganine (d18:0/16:0)	0.00642408361957062	0.0152006456503995	0.945976030280049
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.0147091720700373	0.0622470872195378	0.781459281863471
myristoyl dihydrosphingomyelin (d18:0/14:0)*	-0.0350921615930075	-0.109214566182074	0.626621040742492
5-hydroxyindole sulfate	-0.233372485684922	-0.253165256704241	0.261023389020754
phenylacetylglutamate	-0.329460191472977	-0.424410933158071	0.0613925870644291
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	0.13116451633197	0.196728981986751	0.381670931215516
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	0.184497280422438	0.259507005988987	0.249364444234357
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	0.169230695518152	0.291705744897297	0.195882989840599
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	-0.0167851910970418	-0.0373100401279309	0.867915494040842
1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*	0.110406477269639	0.241178381088876	0.284098088370004
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	-0.0227292761195248	-0.0271753992054243	0.903582158820048
1-linoleoyl-GPA (18:2)*	0.0733581842963941	0.123715292354891	0.581659843333497
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	-0.223347558896777	-0.846293752841468	0.000300413863867765
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	-0.0718422549625923	-0.292212827327708	0.195115202793198
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	0.0842986983647266	0.126616340119056	0.572852538774199
1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*	-0.219048579934194	-0.249113170766752	0.268671209510466
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	-0.0998878627698255	-0.306194670900362	0.174821613893451
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	-0.0544211332099375	-0.208596719769424	0.353764358930199
1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	-0.0176184576095645	-0.0332830228447679	0.882059150663681
1,2-dipalmitoyl-GPE (16:0/16:0)*	0.293926292440149	0.327945657937738	0.146500420692058
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*	0.33266782758114	0.463220764646266	0.0416099605310149
1,2-dilinoleoyl-GPE (18:2/18:2)*	0.128080281525612	0.133684357894775	0.551668855533832
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*	-0.0603139485391453	-0.1151944190953	0.607894603503186
1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*	-0.36551314266923	-0.376561796365468	0.0961728440593247
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	-0.0222760465799416	-0.0593787791698885	0.791286414088555
thioproline	-0.117491130889855	-0.470697916014697	0.0385083159863311
palmitoylcholine	-0.0238085889764176	-0.0182978397790819	0.934991180380916
2-methylserine	-0.121660654234541	-0.189596282569324	0.399087888710046
glycochenodeoxycholate glucuronide (1)	-0.122268050759315	-0.11798114332936	0.599255477347025
(S)-3-hydroxybutyrylcarnitine	-0.0473925479714998	-0.0610477674983975	0.785564055430352
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.00697896610578065	0.0204333600701438	0.927424321216695
methylsuccinoylcarnitine	-0.141003371162408	-0.179649450283665	0.424175473723455
14-HDoHE/17-HDoHE	-0.0235595793913319	-0.0412961043936687	0.85395796814668
furaneol sulfate	-0.278939757553381	-0.237562482159258	0.291327125861397
ascorbic acid 2-sulfate	-0.295906709373464	-0.321648520143033	0.154305235567581
oleoylcholine	-0.0778098403716381	-0.0545134507649465	0.808032333943378
arachidonoylcholine	0.015519090627824	0.0148311644372964	0.947287214389983
docosahexaenoylcholine	-0.247167008386917	-0.184958083225437	0.410671077153754
palmitoloelycholine	0.257939965535985	0.138643830348359	0.537042607631486
dihomo-linolenoyl-choline	0.179766928161349	0.130390331191279	0.561492522070213
eicosapentaenoylcholine	-0.402434143737133	-0.113327518904539	0.613713661300659
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	-0.238701791696956	-0.383490882674137	0.0903114454045645
1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	-0.136367256720414	-0.230057591062788	0.3067306297376
hexadecadienoate (16:2n6)	0.0533968098418195	0.0662402060364275	0.767837766661158
palmitoleoylcarnitine (C16:1)*	0.0394130280175827	0.0964618548451791	0.667374424728052
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	-0.385522770241895	-0.523239606715607	0.0218420272140427
4-hydroxyphenylacetylglutamine	0.115750541891598	0.0965114690807281	0.667213816249144
2,3-dihydroxy-2-methylbutyrate	-0.411552124328073	-0.554215011719316	0.0153518723871632
2'-O-methylcytidine	-0.136093746435067	-0.662592035860144	0.00403528255349211
2'-O-methyluridine	-0.0141540327692095	-0.0442581369749422	0.843616009611571
gamma-glutamyl-alpha-lysine	-0.01393657021458	-0.043662628114161	0.845693088202534
palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	0.313503264795171	0.384195254059711	0.0897323721619783
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	0.270309607230067	0.396443744375645	0.0801409203633466
oleoyl-oleoyl-glycerol (18:1/18:1) [1]*	0.0280935045383028	0.0391584776453875	0.861437542005329
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	0.111560308325071	0.133890322523954	0.551057484743076
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	-0.0222372605868853	-0.0290151867850311	0.897090466795728
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	-0.0991135448888073	-0.10967571181245	0.625167945266021
